"relative_sales","product_category","market_research","advertising","customer_satisfaction","influencer","competitors","shipping_time"
5.2,"household_appliances",18.9,19.2,4.2,"no",4,1
-12.5,"tools",22.1,16.4,3,NA,6,3
8,"personal_care",16.3,15.2,3,"yes",6,1
4.7,"household_appliances",14.3,15.1,4.2,"no",5,3
13.8,"small_electronics",17.5,24.4,4.2,"yes",4,2
8.8,"household_appliances",19.8,34.3,4.3,"no",6,3
-1,"small_electronics",11,19.6,3,"no",3,2
2.3,"tools",15.8,18.1,4.7,"no",7,1
-16.3,"household_appliances",24.8,20.1,4.4,"no",5,4
3.6,"tools",15.1,19.8,2.2,"no",5,3
2.2,"personal_care",6.7,24.4,3.6,"no",5,2
14.5,"personal_care",10,19.1,4.9,"yes",4,2
13.4,"household_appliances",12.6,20.3,4.1,"yes",3,2
9.5,"household_appliances",9.9,NA,4.6,"no",4,3
6.2,"small_electronics",9,18.7,4.4,NA,4,1
5.8,"personal_care",14.1,15,4.3,"no",6,3
3.9,"tools",19.4,22,4.4,"no",5,2
-0.7,"tools",20.2,22.3,4.7,"no",8,3
-3.6,"tools",17.3,13.5,4,"no",8,3
9.2,"small_electronics",12.6,4.3,4.5,"yes",3,3
14.6,"small_electronics",10.9,25.1,4.6,"no",1,4
6.2,"personal_care",18.8,17.2,3.7,NA,6,2
7,"tools",11.3,23.5,4.2,"no",7,1
10.4,"small_electronics",16.4,26,3.9,"no",5,3
7.6,"small_electronics",17,14.1,3.7,"yes",3,2
11.5,"tools",10.7,12.8,4.2,"yes",3,2
-0.4,"household_appliances",NA,18.3,4.3,"no",3,3
2.9,"tools",18.7,24.6,4.4,"no",3,3
2.2,"tools",20.4,20.9,4.5,"no",8,3
12.2,"tools",14.4,19.6,4.8,"no",4,3
-4.4,"tools",NA,19.9,4.2,"yes",6,2
4.6,"household_appliances",14,14.2,4.3,"no",5,4
4.4,"personal_care",20.1,20.6,3.9,"no",5,1
4.6,"household_appliances",16.7,15.1,4.2,"no",6,3
2.6,"tools",16.3,25.7,3.7,"no",7,1
6.9,"small_electronics",13.9,32,3.6,"no",5,1
10.9,"small_electronics",10.9,21.7,4.2,"no",5,1
11.2,"tools",13,21.4,4.7,"yes",5,2
14.5,"small_electronics",12.3,20.1,4,"yes",6,3
5,"tools",17.7,17.4,4.7,"no",4,1
3.8,"tools",17.5,21.5,3.8,"no",5,3
0.5,"household_appliances",19.3,NA,4.4,"no",7,2
-3,"household_appliances",16.7,12.9,3.5,"no",4,1
13.7,"household_appliances",NA,18.4,3.7,"yes",5,2
12.1,"household_appliances",15,17.6,4.9,"yes",6,2
7.1,"personal_care",19.2,15.5,4.7,"yes",4,2
7.3,"small_electronics",10.5,18.4,4.4,"no",4,4
14.6,"household_appliances",11.9,22.1,4.1,"no",6,3
-1.2,"small_electronics",10.5,17,4.2,"no",3,1
6.9,"household_appliances",9,27.8,4.4,"no",8,2
6.5,"tools",13.5,16.4,3.4,"no",6,2
4.9,"tools",15.3,20.3,3.9,"no",4,1
4.9,"household_appliances",16.1,22.5,4.5,"no",6,2
-2.1,"household_appliances",4,28.7,3.2,"no",3,3
-5.7,"small_electronics",18.8,13.4,4.4,"no",3,1
5.9,"household_appliances",NA,22.4,4,"no",2,4
6.8,"household_appliances",14.4,23.9,4.7,"no",6,2
12.8,"household_appliances",10.3,26.8,4.8,"no",6,2
-4.7,"small_electronics",22.3,23.6,4.6,"no",7,3
20.4,"tools",14.8,25.5,4.7,"yes",5,2
10.1,"household_appliances",11.9,18.9,4.8,NA,3,2
7.5,"household_appliances",19,16.1,4.7,"no",1,1
10.5,"tools",NA,26,4.1,"no",5,3
7.5,"tools",11.9,11.9,3.8,"yes",7,2
11.8,"personal_care",12,17.2,4.8,"no",4,3
-8.1,"household_appliances",21.5,16.1,4.2,"no",5,2
-2.4,"tools",18.5,8.5,4.5,"no",3,3
14.9,"personal_care",19.2,25.2,4.8,NA,6,3
2.8,"household_appliances",18.1,20.5,4.9,"no",7,2
6.8,"tools",12.2,15.7,4.6,"no",6,1
20.3,"tools",15.3,24.6,4.1,"yes",4,1
12.4,"tools",17.9,24.3,4.8,"no",6,1
5.8,"household_appliances",16.4,15.4,4.4,"no",4,3
-4.6,"household_appliances",19.4,7.7,4.5,"no",3,1
14.9,"personal_care",NA,31.2,4.6,"no",8,2
5.6,"small_electronics",15.4,19.2,4.5,"no",5,1
1.9,"tools",17.3,22.1,4.3,"no",7,2
7.8,"household_appliances",13.5,12.3,4.8,"no",4,2
8.9,"tools",15.8,16.9,4.7,"no",6,1
3.3,"tools",16.6,NA,4.4,"no",4,1
0.3,"small_electronics",16.4,18.8,3.8,"no",4,4
8.2,"personal_care",15.2,17.2,4.6,"no",4,1
-15.4,"household_appliances",23.2,17,3,"no",3,2
3.8,"tools",18.3,19.4,3.7,"no",-999,2
13.1,"household_appliances",20.5,36.4,4.8,"no",7,2
6.1,"household_appliances",15.3,14.4,3.9,"no",3,1
3.6,"tools",7.8,16.8,4.7,"no",5,2
6.7,"tools",14,23.7,4.3,"no",6,4
9.5,"household_appliances",20,18.1,4.3,"yes",3,2
1.4,"household_appliances",NA,21.6,4.8,"no",6,1
-6.9,"household_appliances",20.7,17,4.4,"no",3,1
-10.3,"tools",23.2,10.7,4.7,"no",4,2
16.5,"household_appliances",15.6,18.9,4,"yes",4,2
21.6,"tools",13.7,26.8,3.9,"yes",3,2
0.5,"household_appliances",19.5,16.9,3.8,"no",4,2
2.7,"small_electronics",11.7,17.8,4.4,"no",5,3
6.7,"personal_care",NA,22.3,4.6,"no",7,2
18.3,"small_electronics",16.2,27.5,3.8,"no",8,1
6.6,"small_electronics",17.7,16.6,4,"no",5,3
-1.5,"household_appliances",18.6,10,4.5,"no",5,2
11.1,"tools",12.9,17.1,3.3,"no",7,2
3.5,"household_appliances",12.5,14.9,3.1,"no",7,1
7.7,"personal_care",10,24.2,3.7,"no",3,2
-0.8,"personal_care",23.2,17.8,4.9,"yes",6,2
7.2,"household_appliances",16.3,18.6,4.2,"no",4,3
7,"small_electronics",12.7,16,4.8,"no",6,2
9.2,"household_appliances",15.8,25.8,3.7,"no",3,3
10.8,"tools",NA,19.2,3.6,"yes",6,4
-5.3,"household_appliances",23.8,19.3,4.4,"yes",5,2
3.4,"small_electronics",17.9,20.1,4,"no",3,2
2.2,"tools",15,20.3,3.5,"no",7,2
2.2,"small_electronics",8.8,26.4,4.9,"no",6,2
-2,"tools",13.3,13,3.4,"no",8,1
0.4,"tools",18,17.7,4.3,"no",3,3
-4.2,"household_appliances",21.7,22.9,4,"no",5,1
5.6,"household_appliances",16.7,25.9,4.8,"no",4,1
-4.6,"household_appliances",15.1,12.4,3.9,"no",7,2
3.2,"tools",7.6,25.4,2.6,"no",4,2
4.4,"tools",11.4,24,4.3,"no",6,2
7.2,"household_appliances",10.4,19.7,4.2,"no",6,1
10.4,"tools",15.1,22.8,3.9,"no",2,2
11.3,"small_electronics",10.7,19.7,3.9,"no",5,3
3.4,"household_appliances",NA,20.9,4.4,"no",3,2
3.2,"tools",16.1,18.4,3.8,"no",9,3
4.8,"household_appliances",14.2,12.9,4.8,"no",4,3
7.1,"household_appliances",14.7,18.1,3.3,NA,7,1
12.5,"personal_care",13.6,24.2,4.4,"no",5,3
11.1,"small_electronics",12.3,21.7,3.9,"no",1,1
-16.8,"tools",24.7,27,3.6,"no",8,2
0.1,"household_appliances",19.3,18.8,3.9,"no",3,2
17.2,"personal_care",9.9,19.9,3.7,"yes",5,2
11.9,"household_appliances",16.7,NA,3.9,"yes",4,3
5.2,"household_appliances",6.9,26.5,3.4,"no",3,2
19.1,"household_appliances",9.9,24.1,3.8,"yes",3,3
8.7,"tools",15.2,25.1,4.2,"no",7,1
0.7,"household_appliances",13.1,18.7,3.8,"no",9,1
3,"tools",19,19.4,4.6,"no",7,2
3.2,"tools",15.5,18.7,4.2,"no",5,1
16.2,"household_appliances",14.5,25.6,4.8,"no",3,2
21.9,"household_appliances",10.7,26.2,3.8,"yes",6,1
19.3,"tools",15.7,23.7,4.2,"yes",2,1
-2.5,"household_appliances",18.8,14.9,3.9,"no",5,3
-4,"tools",5.7,19.3,4.6,"no",4,3
14.8,"household_appliances",13.2,28.3,4.1,"no",8,2
11.5,"household_appliances",14.8,18,4.6,"no",4,2
2.2,"tools",18.3,22.8,3.9,"no",7,3
5.5,"household_appliances",16,18.1,3.1,"no",4,3
-4.6,"personal_care",22.1,20.6,4.9,"no",7,3
19.8,"tools",15.4,25.9,4.7,"yes",4,1
10.5,"household_appliances",21.2,25.5,4.9,"yes",6,2
8.1,"tools",NA,21.2,4.4,"no",7,2
8.3,"household_appliances",17,23,4.3,"no",3,1
18.5,"tools",17,NA,4.4,"yes",5,2
11.8,"tools",16.9,13.7,3.2,"yes",2,1
9.9,"small_electronics",11,25.3,4.5,"no",4,3
0.5,"small_electronics",10.6,10.6,4.6,"no",6,2
5,"small_electronics",12,15.8,4.6,"no",6,2
8.4,"small_electronics",15.9,21.1,4.9,"no",7,3
16.9,"tools",14.9,21.3,4.7,"yes",7,1
4.9,"tools",19.5,25.1,3.9,"no",5,4
1.2,"household_appliances",20.5,23.6,4.6,"no",6,2
3.8,"household_appliances",14.2,17.1,3.3,"no",5,4
5.5,"tools",16.8,13.6,4.9,"no",4,2
4.6,"household_appliances",20.2,NA,4.4,"no",5,4
9.9,"small_electronics",14.8,21.1,4.9,"no",6,3
22.6,"personal_care",14,22.2,4.8,"yes",5,1
2.2,"personal_care",13.7,15.6,3.5,NA,5,1
7.2,"tools",NA,24.5,4,"no",7,2
13.5,"personal_care",19.5,23.7,4.7,"yes",4,2
-3.3,"tools",5.6,20.8,4.6,"no",5,2
7.4,"household_appliances",21,21.6,4.5,"yes",8,2
12.5,"household_appliances",15.4,23.3,3.8,"no",8,4
4.5,"personal_care",16.1,15.5,4.5,"no",3,1
6.8,"tools",NA,20.8,4.6,"no",4,3
1.3,"household_appliances",NA,21.4,4.6,"no",3,2
14.6,"household_appliances",8.8,19.5,4.8,"yes",4,1
11.1,"small_electronics",15.9,25,4.2,"no",7,3
14.7,"tools",12.3,21.5,4.4,"yes",5,1
10.3,"household_appliances",NA,15.8,2.5,"yes",3,1
1.3,"tools",13.1,16,3.9,"no",5,2
7.6,"household_appliances",8.4,19.7,4.5,"yes",8,2
14.4,"small_electronics",18.7,22,3.8,"yes",5,3
9.1,"tools",18.7,20.7,4.1,"yes",6,1
6.6,"tools",21.5,23,4.1,"yes",5,3
6,"tools",10,19.5,4.1,"no",3,2
12.8,"personal_care",18.1,13.3,4.7,"yes",6,1
4,"tools",13,NA,3.9,"no",3,3
19.1,"household_appliances",13.9,19.3,4.7,"yes",8,1
-5.8,"tools",5,16.4,4.4,"no",-999,2
6.1,"tools",13,17.3,4.6,NA,3,4
9,"household_appliances",10.5,20.6,3.4,"no",5,2
11.8,"household_appliances",17.5,20.5,3.9,"yes",6,1
6,"personal_care",17.2,24.6,4.3,"no",5,2
9.9,"small_electronics",10.6,26.7,4.6,"no",6,2
10.4,"household_appliances",17.5,21.6,4.3,"no",4,4
13.4,"personal_care",16.2,19.1,3.8,"yes",3,2
10.4,"tools",NA,24.5,4.6,"no",6,3
4.1,"personal_care",18.7,18.7,2.7,"no",5,2
-1.3,"tools",17.3,12.7,4.6,"no",4,2
-4,"personal_care",22,19,4.4,"no",7,2
12.1,"tools",13,24.1,4.4,"no",3,4
-11.8,"small_electronics",22.5,16.6,2.8,"no",5,2
0.8,"tools",19.5,20.5,4.1,"no",6,3
-0.8,"tools",20.8,14.6,3.9,"yes",6,2
4.5,"household_appliances",18,19.5,4.1,"no",5,2
-1.5,"small_electronics",5.1,18.6,3.5,"yes",5,2
10,"household_appliances",10,26.8,4.3,"no",6,2
7.8,"household_appliances",13.9,19.8,4.1,"no",4,1
6.7,"household_appliances",NA,19.3,4.2,NA,5,2
-14,"small_electronics",4.6,14.1,3.2,"no",-999,3
4.6,"personal_care",9.9,22.3,3.8,"no",3,3
9.9,"tools",14.7,23,4.6,"no",5,3
8.5,"tools",9.6,24.9,4.2,"no",5,3
12,"household_appliances",17.6,18.3,4.4,"yes",6,1
-16.4,"household_appliances",NA,16.2,4.5,"no",6,2
4.3,"household_appliances",15.6,10,4.6,"no",6,2
2.4,"tools",17.9,22.6,4.4,"no",5,3
10.2,"tools",16.5,18.1,4.4,"no",2,1
10.8,"household_appliances",12.1,22.2,3.3,"yes",6,2
9.6,"household_appliances",17.7,19.1,4.7,"no",6,1
2.6,"tools",10.7,17.9,4.2,"no",6,2
15.2,"small_electronics",17.5,23.4,3.9,"yes",7,2
1.5,"tools",NA,26.8,4.2,"no",5,2
19.7,"household_appliances",10.8,27.2,3.6,"yes",4,3
2.4,"tools",14.9,16.5,3.8,NA,3,2
9.8,"small_electronics",17.6,23.1,4.9,"yes",-999,3
-25.7,"tools",25.8,18.9,4.8,"no",8,2
-5.8,"household_appliances",6.3,16.5,4.6,"no",5,2
6.5,"tools",18.3,13.5,3.4,"yes",6,3
12,"household_appliances",17.6,24.3,4,"yes",8,1
-1.8,"household_appliances",7.4,19.3,4.3,"no",7,2
5.7,"household_appliances",16.1,15.3,4.4,"no",5,1
-1.5,"household_appliances",21.4,24.2,4.9,"no",8,2
-38.8,"small_electronics",28.7,11.5,3.9,"no",5,1
12.3,"small_electronics",13.1,24.8,4.2,"no",1,2
7.4,"personal_care",14.5,12.6,4.9,"no",4,3
8.7,"personal_care",13,17.5,4.8,"no",5,2
8.9,"tools",17.1,20.7,4.6,"no",6,3
9.7,"household_appliances",10.9,27.8,4.4,"no",6,2
